cid,parent_cid,parent_app_id,product_notes,firmware
WFA10520,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10523,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10524,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10525,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10535,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10537,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10538,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10539,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10540,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10543,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10544,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10545,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10549,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10550,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10552,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10554,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10555,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10563,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10564,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10565,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10566,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10567,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10562,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10556,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10559,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10560,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10561,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10569,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10570,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10571,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10568,WFA10336,11382,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10575,WFA10337,11384,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10578,WFA10337,11384,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10576,WFA10337,11384,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10577,WFA10337,11384,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10579,WFA10337,11384,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10580,WFA10337,11384,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
WFA10581,WFA10337,11384,"CPU: MIPS
OS: Linux
The firmware is updated from version 2.0 to 2.1.
This software change does not affect the previous 802.11n and WPS1.0 certifications.",2.1
